Orthogroup	BU_ATCC8492	BU_ATCC8492_copy	BU_ATCC8492_copy_copy
OG0002220	BU_ATCC8492_02208	BU_ATCC8492_02208	BU_ATCC8492_02208
OG0002221	BU_ATCC8492_02209	BU_ATCC8492_02209	BU_ATCC8492_02209
OG0002222	BU_ATCC8492_02210	BU_ATCC8492_02210	BU_ATCC8492_02210
OG0002223	BU_ATCC8492_02211	BU_ATCC8492_02211	BU_ATCC8492_02211
OG0002224	BU_ATCC8492_02212	BU_ATCC8492_02212	BU_ATCC8492_02212
OG0002225	BU_ATCC8492_02213	BU_ATCC8492_02213	BU_ATCC8492_02213
OG0002226	BU_ATCC8492_02214	BU_ATCC8492_02214	BU_ATCC8492_02214
OG0002227	BU_ATCC8492_02215	BU_ATCC8492_02215	BU_ATCC8492_02215
OG0002228	BU_ATCC8492_02217	BU_ATCC8492_02217	BU_ATCC8492_02217
OG0002229	BU_ATCC8492_02218	BU_ATCC8492_02218	BU_ATCC8492_02218
OG0002230	BU_ATCC8492_02219	BU_ATCC8492_02219	BU_ATCC8492_02219
OG0002231	BU_ATCC8492_02220	BU_ATCC8492_02220	BU_ATCC8492_02220
OG0002232	BU_ATCC8492_02221	BU_ATCC8492_02221	BU_ATCC8492_02221
OG0002233	BU_ATCC8492_02222	BU_ATCC8492_02222	BU_ATCC8492_02222
OG0002234	BU_ATCC8492_02223	BU_ATCC8492_02223	BU_ATCC8492_02223
OG0002235	BU_ATCC8492_02225	BU_ATCC8492_02225	BU_ATCC8492_02225
OG0002236	BU_ATCC8492_02226	BU_ATCC8492_02226	BU_ATCC8492_02226
OG0002237	BU_ATCC8492_02227	BU_ATCC8492_02227	BU_ATCC8492_02227
OG0002238	BU_ATCC8492_02228	BU_ATCC8492_02228	BU_ATCC8492_02228
OG0002239	BU_ATCC8492_02230	BU_ATCC8492_02230	BU_ATCC8492_02230
OG0002240	BU_ATCC8492_02231	BU_ATCC8492_02231	BU_ATCC8492_02231
OG0002241	BU_ATCC8492_02232	BU_ATCC8492_02232	BU_ATCC8492_02232
OG0002242	BU_ATCC8492_02233	BU_ATCC8492_02233	BU_ATCC8492_02233
OG0002243	BU_ATCC8492_02234	BU_ATCC8492_02234	BU_ATCC8492_02234
OG0002244	BU_ATCC8492_02235	BU_ATCC8492_02235	BU_ATCC8492_02235
OG0002245	BU_ATCC8492_02236	BU_ATCC8492_02236	BU_ATCC8492_02236
OG0002246	BU_ATCC8492_02237	BU_ATCC8492_02237	BU_ATCC8492_02237
OG0002247	BU_ATCC8492_02238	BU_ATCC8492_02238	BU_ATCC8492_02238
OG0002248	BU_ATCC8492_02239	BU_ATCC8492_02239	BU_ATCC8492_02239
OG0002249	BU_ATCC8492_02240	BU_ATCC8492_02240	BU_ATCC8492_02240
OG0002250	BU_ATCC8492_02241	BU_ATCC8492_02241	BU_ATCC8492_02241
OG0002251	BU_ATCC8492_02242	BU_ATCC8492_02242	BU_ATCC8492_02242
OG0002252	BU_ATCC8492_02243	BU_ATCC8492_02243	BU_ATCC8492_02243
OG0002253	BU_ATCC8492_02244	BU_ATCC8492_02244	BU_ATCC8492_02244
OG0002254	BU_ATCC8492_02245	BU_ATCC8492_02245	BU_ATCC8492_02245
OG0002255	BU_ATCC8492_02246	BU_ATCC8492_02246	BU_ATCC8492_02246
OG0002256	BU_ATCC8492_02247	BU_ATCC8492_02247	BU_ATCC8492_02247
OG0002257	BU_ATCC8492_02248	BU_ATCC8492_02248	BU_ATCC8492_02248
OG0002258	BU_ATCC8492_02249	BU_ATCC8492_02249	BU_ATCC8492_02249
OG0002259	BU_ATCC8492_02250	BU_ATCC8492_02250	BU_ATCC8492_02250
OG0002260	BU_ATCC8492_02251	BU_ATCC8492_02251	BU_ATCC8492_02251
OG0002261	BU_ATCC8492_02252	BU_ATCC8492_02252	BU_ATCC8492_02252
OG0002262	BU_ATCC8492_02253	BU_ATCC8492_02253	BU_ATCC8492_02253
OG0002263	BU_ATCC8492_02254	BU_ATCC8492_02254	BU_ATCC8492_02254
OG0002264	BU_ATCC8492_02255	BU_ATCC8492_02255	BU_ATCC8492_02255
OG0002265	BU_ATCC8492_02256	BU_ATCC8492_02256	BU_ATCC8492_02256
OG0002266	BU_ATCC8492_02257	BU_ATCC8492_02257	BU_ATCC8492_02257
OG0002267	BU_ATCC8492_02258	BU_ATCC8492_02258	BU_ATCC8492_02258
OG0002268	BU_ATCC8492_02259	BU_ATCC8492_02259	BU_ATCC8492_02259
OG0002269	BU_ATCC8492_02260	BU_ATCC8492_02260	BU_ATCC8492_02260
OG0002270	BU_ATCC8492_02261	BU_ATCC8492_02261	BU_ATCC8492_02261
OG0002271	BU_ATCC8492_02262	BU_ATCC8492_02262	BU_ATCC8492_02262
OG0002272	BU_ATCC8492_02263	BU_ATCC8492_02263	BU_ATCC8492_02263
OG0002273	BU_ATCC8492_02264	BU_ATCC8492_02264	BU_ATCC8492_02264
OG0002274	BU_ATCC8492_02265	BU_ATCC8492_02265	BU_ATCC8492_02265
OG0002275	BU_ATCC8492_02266	BU_ATCC8492_02266	BU_ATCC8492_02266
OG0002276	BU_ATCC8492_02267	BU_ATCC8492_02267	BU_ATCC8492_02267
OG0002277	BU_ATCC8492_02268	BU_ATCC8492_02268	BU_ATCC8492_02268
OG0002278	BU_ATCC8492_02269	BU_ATCC8492_02269	BU_ATCC8492_02269
OG0002279	BU_ATCC8492_02270	BU_ATCC8492_02270	BU_ATCC8492_02270
OG0002280	BU_ATCC8492_02271	BU_ATCC8492_02271	BU_ATCC8492_02271
OG0002281	BU_ATCC8492_02272	BU_ATCC8492_02272	BU_ATCC8492_02272
OG0002282	BU_ATCC8492_02273	BU_ATCC8492_02273	BU_ATCC8492_02273
OG0002283	BU_ATCC8492_02274	BU_ATCC8492_02274	BU_ATCC8492_02274
OG0002284	BU_ATCC8492_02275	BU_ATCC8492_02275	BU_ATCC8492_02275
OG0002285	BU_ATCC8492_02276	BU_ATCC8492_02276	BU_ATCC8492_02276
OG0002286	BU_ATCC8492_02277	BU_ATCC8492_02277	BU_ATCC8492_02277
OG0002287	BU_ATCC8492_02279	BU_ATCC8492_02279	BU_ATCC8492_02279
OG0002288	BU_ATCC8492_02280	BU_ATCC8492_02280	BU_ATCC8492_02280
OG0002289	BU_ATCC8492_02281	BU_ATCC8492_02281	BU_ATCC8492_02281
OG0002290	BU_ATCC8492_02282	BU_ATCC8492_02282	BU_ATCC8492_02282
OG0002291	BU_ATCC8492_02283	BU_ATCC8492_02283	BU_ATCC8492_02283
OG0002292	BU_ATCC8492_02284	BU_ATCC8492_02284	BU_ATCC8492_02284
OG0002293	BU_ATCC8492_02285	BU_ATCC8492_02285	BU_ATCC8492_02285
OG0002294	BU_ATCC8492_02286	BU_ATCC8492_02286	BU_ATCC8492_02286
OG0002295	BU_ATCC8492_02287	BU_ATCC8492_02287	BU_ATCC8492_02287
OG0002296	BU_ATCC8492_02288	BU_ATCC8492_02288	BU_ATCC8492_02288
OG0002297	BU_ATCC8492_02289	BU_ATCC8492_02289	BU_ATCC8492_02289
OG0002298	BU_ATCC8492_02290	BU_ATCC8492_02290	BU_ATCC8492_02290
OG0002299	BU_ATCC8492_02291	BU_ATCC8492_02291	BU_ATCC8492_02291
OG0002300	BU_ATCC8492_02292	BU_ATCC8492_02292	BU_ATCC8492_02292
OG0002301	BU_ATCC8492_02293	BU_ATCC8492_02293	BU_ATCC8492_02293
OG0002302	BU_ATCC8492_02294	BU_ATCC8492_02294	BU_ATCC8492_02294
OG0002303	BU_ATCC8492_02295	BU_ATCC8492_02295	BU_ATCC8492_02295
OG0002304	BU_ATCC8492_02296	BU_ATCC8492_02296	BU_ATCC8492_02296
OG0002305	BU_ATCC8492_02297	BU_ATCC8492_02297	BU_ATCC8492_02297
OG0002306	BU_ATCC8492_02298	BU_ATCC8492_02298	BU_ATCC8492_02298
OG0002307	BU_ATCC8492_02299	BU_ATCC8492_02299	BU_ATCC8492_02299
OG0002308	BU_ATCC8492_02300	BU_ATCC8492_02300	BU_ATCC8492_02300
OG0002309	BU_ATCC8492_02301	BU_ATCC8492_02301	BU_ATCC8492_02301
OG0002310	BU_ATCC8492_02302	BU_ATCC8492_02302	BU_ATCC8492_02302
OG0002311	BU_ATCC8492_02303	BU_ATCC8492_02303	BU_ATCC8492_02303
OG0002312	BU_ATCC8492_02304	BU_ATCC8492_02304	BU_ATCC8492_02304
OG0002313	BU_ATCC8492_02305	BU_ATCC8492_02305	BU_ATCC8492_02305
OG0002314	BU_ATCC8492_02306	BU_ATCC8492_02306	BU_ATCC8492_02306
OG0002315	BU_ATCC8492_02307	BU_ATCC8492_02307	BU_ATCC8492_02307
OG0002316	BU_ATCC8492_02308	BU_ATCC8492_02308	BU_ATCC8492_02308
OG0002317	BU_ATCC8492_02309	BU_ATCC8492_02309	BU_ATCC8492_02309
OG0002318	BU_ATCC8492_02310	BU_ATCC8492_02310	BU_ATCC8492_02310
OG0002319	BU_ATCC8492_02311	BU_ATCC8492_02311	BU_ATCC8492_02311
OG0002320	BU_ATCC8492_02312	BU_ATCC8492_02312	BU_ATCC8492_02312
OG0002321	BU_ATCC8492_02313	BU_ATCC8492_02313	BU_ATCC8492_02313
OG0002322	BU_ATCC8492_02314	BU_ATCC8492_02314	BU_ATCC8492_02314
OG0002323	BU_ATCC8492_02315	BU_ATCC8492_02315	BU_ATCC8492_02315
OG0002324	BU_ATCC8492_02316	BU_ATCC8492_02316	BU_ATCC8492_02316
OG0002325	BU_ATCC8492_02317	BU_ATCC8492_02317	BU_ATCC8492_02317
OG0002326	BU_ATCC8492_02318	BU_ATCC8492_02318	BU_ATCC8492_02318
OG0002327	BU_ATCC8492_02319	BU_ATCC8492_02319	BU_ATCC8492_02319
OG0002328	BU_ATCC8492_02320	BU_ATCC8492_02320	BU_ATCC8492_02320
OG0002329	BU_ATCC8492_02321	BU_ATCC8492_02321	BU_ATCC8492_02321
OG0002330	BU_ATCC8492_02322	BU_ATCC8492_02322	BU_ATCC8492_02322
OG0002331	BU_ATCC8492_02323	BU_ATCC8492_02323	BU_ATCC8492_02323
OG0002332	BU_ATCC8492_02324	BU_ATCC8492_02324	BU_ATCC8492_02324
OG0002333	BU_ATCC8492_02325	BU_ATCC8492_02325	BU_ATCC8492_02325
OG0002334	BU_ATCC8492_02326	BU_ATCC8492_02326	BU_ATCC8492_02326
OG0002335	BU_ATCC8492_02327	BU_ATCC8492_02327	BU_ATCC8492_02327
OG0002336	BU_ATCC8492_02328	BU_ATCC8492_02328	BU_ATCC8492_02328
OG0002337	BU_ATCC8492_02329	BU_ATCC8492_02329	BU_ATCC8492_02329
OG0002338	BU_ATCC8492_02330	BU_ATCC8492_02330	BU_ATCC8492_02330
OG0002339	BU_ATCC8492_02331	BU_ATCC8492_02331	BU_ATCC8492_02331
OG0002340	BU_ATCC8492_02332	BU_ATCC8492_02332	BU_ATCC8492_02332
OG0002341	BU_ATCC8492_02333	BU_ATCC8492_02333	BU_ATCC8492_02333
OG0002342	BU_ATCC8492_02334	BU_ATCC8492_02334	BU_ATCC8492_02334
OG0002343	BU_ATCC8492_02335	BU_ATCC8492_02335	BU_ATCC8492_02335
OG0002344	BU_ATCC8492_02336	BU_ATCC8492_02336	BU_ATCC8492_02336
OG0002345	BU_ATCC8492_02337	BU_ATCC8492_02337	BU_ATCC8492_02337
OG0002346	BU_ATCC8492_02338	BU_ATCC8492_02338	BU_ATCC8492_02338
OG0002347	BU_ATCC8492_02339	BU_ATCC8492_02339	BU_ATCC8492_02339
OG0002348	BU_ATCC8492_02340	BU_ATCC8492_02340	BU_ATCC8492_02340
OG0002349	BU_ATCC8492_02341	BU_ATCC8492_02341	BU_ATCC8492_02341
OG0002350	BU_ATCC8492_02342	BU_ATCC8492_02342	BU_ATCC8492_02342
OG0002351	BU_ATCC8492_02343	BU_ATCC8492_02343	BU_ATCC8492_02343
OG0002352	BU_ATCC8492_02344	BU_ATCC8492_02344	BU_ATCC8492_02344
OG0002353	BU_ATCC8492_02345	BU_ATCC8492_02345	BU_ATCC8492_02345
OG0002354	BU_ATCC8492_02346	BU_ATCC8492_02346	BU_ATCC8492_02346
OG0002355	BU_ATCC8492_02347	BU_ATCC8492_02347	BU_ATCC8492_02347
OG0002356	BU_ATCC8492_02348	BU_ATCC8492_02348	BU_ATCC8492_02348
OG0002357	BU_ATCC8492_02349	BU_ATCC8492_02349	BU_ATCC8492_02349
OG0002358	BU_ATCC8492_02352	BU_ATCC8492_02352	BU_ATCC8492_02352
OG0002359	BU_ATCC8492_02353	BU_ATCC8492_02353	BU_ATCC8492_02353
OG0002360	BU_ATCC8492_02354	BU_ATCC8492_02354	BU_ATCC8492_02354
OG0002361	BU_ATCC8492_02355	BU_ATCC8492_02355	BU_ATCC8492_02355
OG0002362	BU_ATCC8492_02356	BU_ATCC8492_02356	BU_ATCC8492_02356
OG0002363	BU_ATCC8492_02357	BU_ATCC8492_02357	BU_ATCC8492_02357
OG0002364	BU_ATCC8492_02360	BU_ATCC8492_02360	BU_ATCC8492_02360
OG0002365	BU_ATCC8492_02361	BU_ATCC8492_02361	BU_ATCC8492_02361
OG0002366	BU_ATCC8492_02362	BU_ATCC8492_02362	BU_ATCC8492_02362
OG0002367	BU_ATCC8492_02363	BU_ATCC8492_02363	BU_ATCC8492_02363
OG0002368	BU_ATCC8492_02364	BU_ATCC8492_02364	BU_ATCC8492_02364
OG0002369	BU_ATCC8492_02365	BU_ATCC8492_02365	BU_ATCC8492_02365
OG0002370	BU_ATCC8492_02366	BU_ATCC8492_02366	BU_ATCC8492_02366
OG0002371	BU_ATCC8492_02367	BU_ATCC8492_02367	BU_ATCC8492_02367
OG0002372	BU_ATCC8492_02368	BU_ATCC8492_02368	BU_ATCC8492_02368
OG0002373	BU_ATCC8492_02369	BU_ATCC8492_02369	BU_ATCC8492_02369
OG0002374	BU_ATCC8492_02370	BU_ATCC8492_02370	BU_ATCC8492_02370
OG0002375	BU_ATCC8492_02371	BU_ATCC8492_02371	BU_ATCC8492_02371
OG0002376	BU_ATCC8492_02372	BU_ATCC8492_02372	BU_ATCC8492_02372
OG0002377	BU_ATCC8492_02373	BU_ATCC8492_02373	BU_ATCC8492_02373
OG0002378	BU_ATCC8492_02375	BU_ATCC8492_02375	BU_ATCC8492_02375
OG0002379	BU_ATCC8492_02376	BU_ATCC8492_02376	BU_ATCC8492_02376
OG0002380	BU_ATCC8492_02377	BU_ATCC8492_02377	BU_ATCC8492_02377
OG0002381	BU_ATCC8492_02378	BU_ATCC8492_02378	BU_ATCC8492_02378
OG0002382	BU_ATCC8492_02379	BU_ATCC8492_02379	BU_ATCC8492_02379
OG0002383	BU_ATCC8492_02380	BU_ATCC8492_02380	BU_ATCC8492_02380
OG0002384	BU_ATCC8492_02381	BU_ATCC8492_02381	BU_ATCC8492_02381
OG0002385	BU_ATCC8492_02382	BU_ATCC8492_02382	BU_ATCC8492_02382
OG0002386	BU_ATCC8492_02383	BU_ATCC8492_02383	BU_ATCC8492_02383
OG0002387	BU_ATCC8492_02384	BU_ATCC8492_02384	BU_ATCC8492_02384
OG0002388	BU_ATCC8492_02385	BU_ATCC8492_02385	BU_ATCC8492_02385
OG0002389	BU_ATCC8492_02386	BU_ATCC8492_02386	BU_ATCC8492_02386
OG0002390	BU_ATCC8492_02387	BU_ATCC8492_02387	BU_ATCC8492_02387
OG0002391	BU_ATCC8492_02388	BU_ATCC8492_02388	BU_ATCC8492_02388
OG0002392	BU_ATCC8492_02389	BU_ATCC8492_02389	BU_ATCC8492_02389
OG0002393	BU_ATCC8492_02390	BU_ATCC8492_02390	BU_ATCC8492_02390
OG0002394	BU_ATCC8492_02391	BU_ATCC8492_02391	BU_ATCC8492_02391
OG0002395	BU_ATCC8492_02392	BU_ATCC8492_02392	BU_ATCC8492_02392
OG0002396	BU_ATCC8492_02393	BU_ATCC8492_02393	BU_ATCC8492_02393
OG0002397	BU_ATCC8492_02394	BU_ATCC8492_02394	BU_ATCC8492_02394
OG0002398	BU_ATCC8492_02395	BU_ATCC8492_02395	BU_ATCC8492_02395
OG0002399	BU_ATCC8492_02396	BU_ATCC8492_02396	BU_ATCC8492_02396
OG0002400	BU_ATCC8492_02397	BU_ATCC8492_02397	BU_ATCC8492_02397
OG0002401	BU_ATCC8492_02398	BU_ATCC8492_02398	BU_ATCC8492_02398
OG0002402	BU_ATCC8492_02399	BU_ATCC8492_02399	BU_ATCC8492_02399
OG0002403	BU_ATCC8492_02400	BU_ATCC8492_02400	BU_ATCC8492_02400
OG0002404	BU_ATCC8492_02401	BU_ATCC8492_02401	BU_ATCC8492_02401
OG0002405	BU_ATCC8492_02402	BU_ATCC8492_02402	BU_ATCC8492_02402
OG0002406	BU_ATCC8492_02403	BU_ATCC8492_02403	BU_ATCC8492_02403
OG0002407	BU_ATCC8492_02404	BU_ATCC8492_02404	BU_ATCC8492_02404
OG0002408	BU_ATCC8492_02405	BU_ATCC8492_02405	BU_ATCC8492_02405
OG0002409	BU_ATCC8492_02406	BU_ATCC8492_02406	BU_ATCC8492_02406
OG0002410	BU_ATCC8492_02408	BU_ATCC8492_02408	BU_ATCC8492_02408
OG0002411	BU_ATCC8492_02410	BU_ATCC8492_02410	BU_ATCC8492_02410
OG0002412	BU_ATCC8492_02411	BU_ATCC8492_02411	BU_ATCC8492_02411
OG0002413	BU_ATCC8492_02412	BU_ATCC8492_02412	BU_ATCC8492_02412
OG0002414	BU_ATCC8492_02413	BU_ATCC8492_02413	BU_ATCC8492_02413
OG0002415	BU_ATCC8492_02414	BU_ATCC8492_02414	BU_ATCC8492_02414
OG0002416	BU_ATCC8492_02415	BU_ATCC8492_02415	BU_ATCC8492_02415
OG0002417	BU_ATCC8492_02416	BU_ATCC8492_02416	BU_ATCC8492_02416
OG0002418	BU_ATCC8492_02417	BU_ATCC8492_02417	BU_ATCC8492_02417
OG0002419	BU_ATCC8492_02418	BU_ATCC8492_02418	BU_ATCC8492_02418
OG0002420	BU_ATCC8492_02419	BU_ATCC8492_02419	BU_ATCC8492_02419
OG0002421	BU_ATCC8492_02420	BU_ATCC8492_02420	BU_ATCC8492_02420
OG0002422	BU_ATCC8492_02421	BU_ATCC8492_02421	BU_ATCC8492_02421
OG0002423	BU_ATCC8492_02422	BU_ATCC8492_02422	BU_ATCC8492_02422
OG0002424	BU_ATCC8492_02423	BU_ATCC8492_02423	BU_ATCC8492_02423
OG0002425	BU_ATCC8492_02424	BU_ATCC8492_02424	BU_ATCC8492_02424
OG0002426	BU_ATCC8492_02425	BU_ATCC8492_02425	BU_ATCC8492_02425
OG0002427	BU_ATCC8492_02426	BU_ATCC8492_02426	BU_ATCC8492_02426
OG0002428	BU_ATCC8492_02427	BU_ATCC8492_02427	BU_ATCC8492_02427
OG0002429	BU_ATCC8492_02428	BU_ATCC8492_02428	BU_ATCC8492_02428
OG0002430	BU_ATCC8492_02429	BU_ATCC8492_02429	BU_ATCC8492_02429
OG0002431	BU_ATCC8492_02430	BU_ATCC8492_02430	BU_ATCC8492_02430
OG0002432	BU_ATCC8492_02431	BU_ATCC8492_02431	BU_ATCC8492_02431
OG0002433	BU_ATCC8492_02432	BU_ATCC8492_02432	BU_ATCC8492_02432
OG0002434	BU_ATCC8492_02433	BU_ATCC8492_02433	BU_ATCC8492_02433
OG0002435	BU_ATCC8492_02434	BU_ATCC8492_02434	BU_ATCC8492_02434
OG0002436	BU_ATCC8492_02435	BU_ATCC8492_02435	BU_ATCC8492_02435
OG0002437	BU_ATCC8492_02436	BU_ATCC8492_02436	BU_ATCC8492_02436
OG0002438	BU_ATCC8492_02437	BU_ATCC8492_02437	BU_ATCC8492_02437
OG0002439	BU_ATCC8492_02438	BU_ATCC8492_02438	BU_ATCC8492_02438
OG0002440	BU_ATCC8492_02439	BU_ATCC8492_02439	BU_ATCC8492_02439
OG0002441	BU_ATCC8492_02443	BU_ATCC8492_02443	BU_ATCC8492_02443
OG0002442	BU_ATCC8492_02444	BU_ATCC8492_02444	BU_ATCC8492_02444
OG0002443	BU_ATCC8492_02445	BU_ATCC8492_02445	BU_ATCC8492_02445
OG0002444	BU_ATCC8492_02446	BU_ATCC8492_02446	BU_ATCC8492_02446
OG0002445	BU_ATCC8492_02447	BU_ATCC8492_02447	BU_ATCC8492_02447
OG0002446	BU_ATCC8492_02448	BU_ATCC8492_02448	BU_ATCC8492_02448
OG0002447	BU_ATCC8492_02449	BU_ATCC8492_02449	BU_ATCC8492_02449
OG0002448	BU_ATCC8492_02450	BU_ATCC8492_02450	BU_ATCC8492_02450
OG0002449	BU_ATCC8492_02451	BU_ATCC8492_02451	BU_ATCC8492_02451
OG0002450	BU_ATCC8492_02453	BU_ATCC8492_02453	BU_ATCC8492_02453
OG0002451	BU_ATCC8492_02456	BU_ATCC8492_02456	BU_ATCC8492_02456
OG0002452	BU_ATCC8492_02457	BU_ATCC8492_02457	BU_ATCC8492_02457
OG0002453	BU_ATCC8492_02458	BU_ATCC8492_02458	BU_ATCC8492_02458
OG0002454	BU_ATCC8492_02459	BU_ATCC8492_02459	BU_ATCC8492_02459
OG0002455	BU_ATCC8492_02460	BU_ATCC8492_02460	BU_ATCC8492_02460
OG0002456	BU_ATCC8492_02461	BU_ATCC8492_02461	BU_ATCC8492_02461
OG0002457	BU_ATCC8492_02462	BU_ATCC8492_02462	BU_ATCC8492_02462
OG0002458	BU_ATCC8492_02463	BU_ATCC8492_02463	BU_ATCC8492_02463
OG0002459	BU_ATCC8492_02464	BU_ATCC8492_02464	BU_ATCC8492_02464
OG0002460	BU_ATCC8492_02465	BU_ATCC8492_02465	BU_ATCC8492_02465
OG0002461	BU_ATCC8492_02466	BU_ATCC8492_02466	BU_ATCC8492_02466
OG0002462	BU_ATCC8492_02467	BU_ATCC8492_02467	BU_ATCC8492_02467
OG0002463	BU_ATCC8492_02468	BU_ATCC8492_02468	BU_ATCC8492_02468
OG0002464	BU_ATCC8492_02469	BU_ATCC8492_02469	BU_ATCC8492_02469
OG0002465	BU_ATCC8492_02470	BU_ATCC8492_02470	BU_ATCC8492_02470
OG0002466	BU_ATCC8492_02471	BU_ATCC8492_02471	BU_ATCC8492_02471
OG0002467	BU_ATCC8492_02472	BU_ATCC8492_02472	BU_ATCC8492_02472
OG0002468	BU_ATCC8492_02473	BU_ATCC8492_02473	BU_ATCC8492_02473
OG0002469	BU_ATCC8492_02474	BU_ATCC8492_02474	BU_ATCC8492_02474
OG0002470	BU_ATCC8492_02475	BU_ATCC8492_02475	BU_ATCC8492_02475
OG0002471	BU_ATCC8492_02476	BU_ATCC8492_02476	BU_ATCC8492_02476
OG0002472	BU_ATCC8492_02477	BU_ATCC8492_02477	BU_ATCC8492_02477
OG0002473	BU_ATCC8492_02478	BU_ATCC8492_02478	BU_ATCC8492_02478
OG0002474	BU_ATCC8492_02479	BU_ATCC8492_02479	BU_ATCC8492_02479
OG0002475	BU_ATCC8492_02480	BU_ATCC8492_02480	BU_ATCC8492_02480
OG0002476	BU_ATCC8492_02481	BU_ATCC8492_02481	BU_ATCC8492_02481
OG0002477	BU_ATCC8492_02483	BU_ATCC8492_02483	BU_ATCC8492_02483
OG0002478	BU_ATCC8492_02484	BU_ATCC8492_02484	BU_ATCC8492_02484
OG0002479	BU_ATCC8492_02485	BU_ATCC8492_02485	BU_ATCC8492_02485
OG0002480	BU_ATCC8492_02486	BU_ATCC8492_02486	BU_ATCC8492_02486
OG0002481	BU_ATCC8492_02487	BU_ATCC8492_02487	BU_ATCC8492_02487
OG0002482	BU_ATCC8492_02488	BU_ATCC8492_02488	BU_ATCC8492_02488
OG0002483	BU_ATCC8492_02489	BU_ATCC8492_02489	BU_ATCC8492_02489
OG0002484	BU_ATCC8492_02490	BU_ATCC8492_02490	BU_ATCC8492_02490
OG0002485	BU_ATCC8492_02491	BU_ATCC8492_02491	BU_ATCC8492_02491
OG0002486	BU_ATCC8492_02492	BU_ATCC8492_02492	BU_ATCC8492_02492
OG0002487	BU_ATCC8492_02493	BU_ATCC8492_02493	BU_ATCC8492_02493
OG0002488	BU_ATCC8492_02494	BU_ATCC8492_02494	BU_ATCC8492_02494
OG0002489	BU_ATCC8492_02495	BU_ATCC8492_02495	BU_ATCC8492_02495
OG0002490	BU_ATCC8492_02496	BU_ATCC8492_02496	BU_ATCC8492_02496
OG0002491	BU_ATCC8492_02497	BU_ATCC8492_02497	BU_ATCC8492_02497
OG0002492	BU_ATCC8492_02498	BU_ATCC8492_02498	BU_ATCC8492_02498
OG0002493	BU_ATCC8492_02499	BU_ATCC8492_02499	BU_ATCC8492_02499
OG0002494	BU_ATCC8492_02500	BU_ATCC8492_02500	BU_ATCC8492_02500
OG0002495	BU_ATCC8492_02501	BU_ATCC8492_02501	BU_ATCC8492_02501
OG0002496	BU_ATCC8492_02502	BU_ATCC8492_02502	BU_ATCC8492_02502
OG0002497	BU_ATCC8492_02503	BU_ATCC8492_02503	BU_ATCC8492_02503
OG0002498	BU_ATCC8492_02504	BU_ATCC8492_02504	BU_ATCC8492_02504
OG0002499	BU_ATCC8492_02505	BU_ATCC8492_02505	BU_ATCC8492_02505
OG0002500	BU_ATCC8492_02506	BU_ATCC8492_02506	BU_ATCC8492_02506
OG0002501	BU_ATCC8492_02507	BU_ATCC8492_02507	BU_ATCC8492_02507
OG0002502	BU_ATCC8492_02508	BU_ATCC8492_02508	BU_ATCC8492_02508
OG0002503	BU_ATCC8492_02509	BU_ATCC8492_02509	BU_ATCC8492_02509
OG0002504	BU_ATCC8492_02510	BU_ATCC8492_02510	BU_ATCC8492_02510
OG0002505	BU_ATCC8492_02511	BU_ATCC8492_02511	BU_ATCC8492_02511
OG0002506	BU_ATCC8492_02512	BU_ATCC8492_02512	BU_ATCC8492_02512
OG0002507	BU_ATCC8492_02513	BU_ATCC8492_02513	BU_ATCC8492_02513
OG0002508	BU_ATCC8492_02514	BU_ATCC8492_02514	BU_ATCC8492_02514
OG0002509	BU_ATCC8492_02515	BU_ATCC8492_02515	BU_ATCC8492_02515
OG0002510	BU_ATCC8492_02516	BU_ATCC8492_02516	BU_ATCC8492_02516
OG0002511	BU_ATCC8492_02517	BU_ATCC8492_02517	BU_ATCC8492_02517
OG0002512	BU_ATCC8492_02518	BU_ATCC8492_02518	BU_ATCC8492_02518
OG0002513	BU_ATCC8492_02519	BU_ATCC8492_02519	BU_ATCC8492_02519
OG0002514	BU_ATCC8492_02520	BU_ATCC8492_02520	BU_ATCC8492_02520
OG0002515	BU_ATCC8492_02521	BU_ATCC8492_02521	BU_ATCC8492_02521
OG0002516	BU_ATCC8492_02522	BU_ATCC8492_02522	BU_ATCC8492_02522
OG0002517	BU_ATCC8492_02523	BU_ATCC8492_02523	BU_ATCC8492_02523
OG0002518	BU_ATCC8492_02524	BU_ATCC8492_02524	BU_ATCC8492_02524
OG0002519	BU_ATCC8492_02525	BU_ATCC8492_02525	BU_ATCC8492_02525
OG0002520	BU_ATCC8492_02526	BU_ATCC8492_02526	BU_ATCC8492_02526
OG0002521	BU_ATCC8492_02527	BU_ATCC8492_02527	BU_ATCC8492_02527
OG0002522	BU_ATCC8492_02528	BU_ATCC8492_02528	BU_ATCC8492_02528
OG0002523	BU_ATCC8492_02529	BU_ATCC8492_02529	BU_ATCC8492_02529
OG0002524	BU_ATCC8492_02530	BU_ATCC8492_02530	BU_ATCC8492_02530
OG0002525	BU_ATCC8492_02531	BU_ATCC8492_02531	BU_ATCC8492_02531
OG0002526	BU_ATCC8492_02532	BU_ATCC8492_02532	BU_ATCC8492_02532
OG0002527	BU_ATCC8492_02533	BU_ATCC8492_02533	BU_ATCC8492_02533
OG0002528	BU_ATCC8492_02534	BU_ATCC8492_02534	BU_ATCC8492_02534
OG0002529	BU_ATCC8492_02535	BU_ATCC8492_02535	BU_ATCC8492_02535
